M=SL_NWP_Log
V=2026/06/16-16:38:02
526 SL_LOG_SIGNAL_LOST_DID  common: Signal lost: %d
4725 WLAN_CMD_PARSE_SSID_TOO_LONG  WLAN_UMAC:
4726 WLAN_CMD_PARSE_KEEP_ALIVE_WRONG_PARAMETER  WLAN_UMAC:
4727 WLAN_CMD_PARSE_GIVEN_STATIONS_NOT_SUPPORTED  WLAN_UMAC:
4728 WLAN_CMD_PARSE_INVALID_BEACON_INTERVAL  WLAN_UMAC:
4729 WLAN_CMD_PARSE_INVALID_DTIM_PERIOD  WLAN_UMAC:
4730 WLAN_CMD_PARSE_PSK_TOO_LONG  WLAN_UMAC:
4731 WLAN_CMD_PARSE_INVALID_ENCRYPTION_MODE  WLAN_UMAC:
4732 WLAN_CMD_PARSE_SET_WEP_KEY  WLAN_UMAC: error_code: %d
4733 WLAN_CMD_PARSE_ROAM_PARAMS  WLAN_UMAC: error_code: %d
4734 WLAN_CMD_PARSE_HT_CAPABAPILITIES_NOT_SUPPORTED  WLAN_UMAC:
4735 WLAN_CMD_PARSE_GET_CSI_DATA_NOT_SUPPORTED  WLAN_UMAC:
4736 CONNECTION_CMD_PARSE_EXIT_PROCESSED_TCP_IP_COMMAND  WLAN_UMAC:
4737 CONNECTION_CMD_PARSE_EXIT_END  WLAN_UMAC:
4738 UPDATE_WATERMARK_LEVELS_ON_DEALLOCATION_EMBEDDED_ENTRY  WLAN_UMAC:
4739 UPDATE_WATERMARK_LEVELS_ON_DEALLOCATION_EMBEDDED_EXIT_VOID_END  WLAN_UMAC:
4740 UPDATE_WATERMARK_LEVELS_ON_ALLOCATION_EMBEDDED_ENTRY  WLAN_UMAC:
4741 UPDATE_WATERMARK_LEVELS_ON_ALLOCATION_EMBEDDED_EXIT_VOID_END  WLAN_UMAC:
4742 PROCESS_PWMODE_REQ_ENTRY  WLAN_UMAC: ps_mode: %d, ulp_mode_enable: %d, listen_interval_dtim: %d
4743 PROCESS_PWMODE_REQ_TX_ALLOC_FAILED  WLAN_UMAC:
4744 PROCESS_PWMODE_REQ_INVALID_LISTEN_INTERVAL  WLAN_UMAC: ps_li: %d, join_li: %d
4745 PROCESS_PWMODE_REQ_INVALID_LISTEN_INTERVAL_DTIM  WLAN_UMAC: ps_li: %d, join_li: %d
4746 CURRENT_FREQ_BAND_SET  WLAN_UMAC: band: %d
4747 SLEEP_TIMER_CONFIGURED  WLAN_UMAC: timer: %d
4748 WLAN_UMAC_MAIN_WISE_ERROR_UNABLE_TO_FORM_AUTOGO  WLAN_UMAC:
4749 WSC_SUPP_JOIN_DONE_ENTRY  WLAN_UMAC:
4750 SUPP_JOIN_DONE_ENTRY  WLAN_UMAC: is_client: %d
4751 SUPP_JOIN_DONE_NULL_WPA_SUPP  WLAN_UMAC:
4752 SUPP_JOIN_DONE_REJOIN_EARLY_RETURN  WLAN_UMAC:
4753 WSC_SUPP_JOIN_DONE_ROAM_IND_SUCCESS  WLAN_UMAC:
4754 WSC_SUPP_JOIN_DONE_ROAM_IND_FAILURE  WLAN_UMAC:
4755 WSC_SUPP_JOIN_DONE_EXIT  WLAN_UMAC:
4756 FREE_ALL_PKTS_ENTRY  WLAN_UMAC:
4757 REG_INFO_MAX_CHANNEL_UPDATE  WLAN_UMAC: reg: %d, band: %d
4758 SET_REG_DOMAIN_ENTRY  WLAN_UMAC: Region code: %d
4759 REG_DOMAIN_AP_COUNTRY_SET  WLAN_UMAC: Region code: %d
4760 SET_REG_DOMAIN_AP_11J_JP_EARLY  WLAN_UMAC:
4761 REG_DOMAIN_MAX_TX_POWER_APPLY  WLAN_UMAC:
4762 SET_ORIGREGDMN_FROM_BEACON_ENTRY  WLAN_UMAC:
4763 BEACON_COUNTRY_REG_APPLIED  WLAN_UMAC: Region code: %d, Max channel: %d
4764 ACS_STUDY_START  WLAN_UMAC:
4765 ACS_STUDY_SURVEY_OR_OPTIONS_FAILED  WLAN_UMAC:
4766 ACS_STUDY_IDEAL_CHANNEL_NOT_FOUND  WLAN_UMAC:
4767 ACS_STUDY_IDEAL_CHANNEL_SELECTED  WLAN_UMAC: ch: %d
4768 ACS_STUDY_CHANNEL_CONFIG_INVALID  WLAN_UMAC:
4769 ACS_SURVEY_NODE_ALLOC_FAIL  WLAN_UMAC:
4770 ADD_WME_PARAM_ENTRY  WLAN_UMAC:
4771 ADD_WME_PARAM_EXIT  WLAN_UMAC:
4772 ADD_SUPPORTED_RATES_ENTRY  WLAN_UMAC:
4773 ADD_SUPPORTED_RATES_EXIT  WLAN_UMAC:
4774 ADD_XSUPPORTED_RATES_ENTRY  WLAN_UMAC:
4775 ADD_XSUPPORTED_RATES_EXIT  WLAN_UMAC:
4776 ISLEGACY_STATION_EXIT_FALSE  WLAN_UMAC:
4777 ISLEGACY_STATION_EXIT_TRUE  WLAN_UMAC:
4778 ISLEGACY_STATION_EXIT_TRUE_2  WLAN_UMAC:
4779 IS11BCLIENT_EXIT_RATES_NULL_OR_XRATES_NOT_NULL  WLAN_UMAC:
4780 IS11BCLIENT_EXIT_RATES_INVALID  WLAN_UMAC:
4781 IS11BCLIENT_EXIT_IS_11B_CLIENT  WLAN_UMAC:
4782 CONSTRUCT_ADD_BA_REQ_ENTRY  WLAN_UMAC:
4783 CONSTRUCT_ADDBA_REQ_TXPKT_ALLOC_FAIL  WLAN_UMAC:
4784 CONSTRUCT_ADD_BA_REQ_EXIT  WLAN_UMAC:
4785 CONSTRUCT_DEL_BA_REQUEST_ENTRY  WLAN_UMAC:
4786 CONSTRUCT_DEL_BA_REQUEST_EXIT  WLAN_UMAC:
4787 CONSTRUCT_AUTH_RESPONSE  WLAN_UMAC:
4788 CONSTRUCT_AUTH_RESPONSE_EXIT  WLAN_UMAC:
4789 CONSTRUCT_ASSOC_REASSOC_RESP_ENTRY  WLAN_UMAC:
4790 CONSTRUCT_ASSOC_REASSOC_RESP_INVALID_FRAME_LENGTH  WLAN_UMAC:
4791 CONSTRUCT_ASSOC_REASSOC_RESP_TXPKT_ALLOC_FAIL  WLAN_UMAC:
4792 CONSTRUCT_ASSOC_REASSOC_RESP_EXIT_SUCCESS  WLAN_UMAC:
4793 CONSTRUCT_DEAUTH_REQUEST  WLAN_UMAC: Reason: %d
4794 WLAN_APME_INSIDE_FLUSH_QUEUE  WLAN_UMAC:
4795 WLAN_APME_SEND_PKT_TO_UMAC_BEFORE_FLUSH_QUEUE  WLAN_UMAC:
4796 WLAN_APME_SEND_TO_UMAC_CHECK_FURTHER_PACKETS  WLAN_UMAC:
4797 PARSE_STATION_ID_FOR_KEEP_ALIVE  WLAN_UMAC:
4798 CONSTRUCT_BEACON_PROBE_RESP_ENTRY  WLAN_UMAC:
4799 CONSTRUCT_BEACON_PROBE_RESP_TXPKT_ALLOC_FAIL  WLAN_UMAC:
4800 CONSTRUCT_BEACON_PROBE_RESP_EXIT  WLAN_UMAC:
4801 UMAC_AP_RX_TO_TX_PKT_ALLOC_FAIL  WLAN_UMAC:
4802 UMAC_AP_RX_TO_TX_SCATTER_BUF_ALLOC_FAIL  WLAN_UMAC:
4803 SEND_NULL_DATA_TO_STATIONS  WLAN_UMAC:
4804 RSI_DEQUEUE_PACKETS_FROM_STATION_QUEUES_ENTRY  WLAN_UMAC:
4805 RSI_DEQUEUE_PACKETS_FROM_STATION_QUEUES_EXIT  WLAN_UMAC: Return value: %d
4806 RSI_QUEUE_PACKETS_TO_STATION_QUEUES_AP_MODE_ENTRY  WLAN_UMAC:
4807 RSI_QUEUE_PACKETS_TO_STATION_QUEUES_AP_MODE_EXIT  WLAN_UMAC:
4808 RETAINED_BC_MC_FILTER_STATE_CLEARED  WLAN_UMAC:
4809 SL_WLAN_MC_ALLOWLIST_IPV4_TO_MAC_NULL_ARGS  WLAN_UMAC:
4810 SL_WLAN_MC_ALLOWLIST_IPV4_TO_MAC_NOT_MULTICAST  WLAN_UMAC:
4811 SL_WLAN_MC_ALLOWLIST_IPV6_TO_MAC_NULL_ARGS  WLAN_UMAC:
4812 SL_WLAN_MC_ALLOWLIST_IPV6_TO_MAC_NOT_MULTICAST  WLAN_UMAC:
4813 SL_WLAN_BC_MC_FILTER_PREPARE_FRAME_NULL_OUT  WLAN_UMAC:
4814 MC_ALLOW_LIST_FIND_IP_BAD_ARGS  WLAN_UMAC:
4815 SL_WLAN_SET_BC_MC_FILTER_CONFIG_NULL_MSG  WLAN_UMAC:
4816 SL_WLAN_BC_MC_FILTER_PENDING_FN_NULL_ADAPTER_VAP  WLAN_UMAC:
4817 SL_WLAN_BC_MC_FILTER_SEND_TO_LMAC_TX_ALLOC_FAILED  WLAN_UMAC:
4818 SL_WLAN_BC_MC_FW_CONFIG_FULL_BEACON_NULL_ADAPTER_VAP  WLAN_UMAC:
4819 SL_WLAN_BC_MC_FW_CONFIG_FULL_BEACON_SEND_TO_LMAC_FAILED  WLAN_UMAC:
4820 SL_WLAN_APPLY_SET_BC_MC_FILTER_CONFIG_NULL_ARG  WLAN_UMAC:
4821 SL_WLAN_APPLY_SET_BC_MC_FILTER_CONFIG_SEND_TO_LMAC_FAILED  WLAN_UMAC:
4822 SL_WLAN_MC_ALLOWLIST_ADD_INVALID_IP_TYPE  WLAN_UMAC:
4823 SL_WLAN_MC_ALLOWLIST_ADD_LIST_FULL  WLAN_UMAC:
4824 SL_WLAN_MC_ALLOWLIST_REMOVE_INVALID_SLOT  WLAN_UMAC:
4825 SL_WLAN_APPLY_UPDATE_MC_ALLOWLIST_NULL_ARG  WLAN_UMAC:
4826 SL_WLAN_MC_ALLOWLIST_INVALID_OPERATION  WLAN_UMAC:
4827 SL_WLAN_APPLY_UPDATE_MC_ALLOWLIST_SEND_TO_LMAC_FAILED  WLAN_UMAC:
4828 WLAN_SME_TWT_SETUP_TRIGGER_FROM_CONNECT_SUCCESS_IN_OPEN_MODE  WLAN_UMAC:
4829 WLAN_SME_TWT_INACTIVE_NO_AP_SUPPORT  WLAN_UMAC:
4830 RESET_ROAM_INIT_REJOIN_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d 
4831 SME_FSM_TO_SCAN_DONE_JOIN_TMO  WLAN_UMAC: Current: %d -> New: %d
4832 WLAN_SME_JOIN_SYNCHRONISATION_MISSED_2  WLAN_UMAC:
4833 WLAN_SME_JOIN_SYNCHRONISATION_MISSED  WLAN_UMAC:
4834 SME_FSM_TO_SCAN_DONE_AUTH_TMO  WLAN_UMAC: Current: %d -> New: %d
4835 WLAN_SME_JOIN_AUTHENTICATION_TIMEOUT_2  WLAN_UMAC:
4836 WLAN_SME_JOIN_AUTHENTICATION_TIMEOUT  WLAN_UMAC:
4837 SME_FSM_TO_SCAN_DONE_ASSOC_TMO  WLAN_UMAC: Current: %d -> New: %d
4838 WLAN_SME_JOIN_ASSOCIATION_TIMEOUT_2  WLAN_UMAC:
4839 WLAN_SME_JOIN_ASSOCIATION_TIMEOUT  WLAN_UMAC:
4840 WLAN_SME_SA_QUERY_TIMEOUT_EXPIRE_WHILE_INACTIVE  WLAN_UMAC:
4841 WLAN_SME_TWT_SETUP_RETRY  WLAN_UMAC:
4842 WLAN_SME_TWT_SETUP_MAX_RETRIES_REACHED  WLAN_UMAC:
4843 WLAN_SME_TWT_SETUP_RETRY_FAIL_DUE_TO_FSMSTATE_NOT_IN_CONNECT_STATE  WLAN_UMAC:
4844 SME_FSM_TO_SCAN_DONE_AUTH_RETRY_NO_BUF  WLAN_UMAC: Current: %d -> New: %d
4845 WLAN_SME_JOIN_MEM_ALLOC_FAILED_23  WLAN_UMAC:
4846 WLAN_SME_JOIN_MEM_ALLOC_FAILED_22  WLAN_UMAC:
4847 WLAN_SME_AUTH_REQ_RETRY_AT_TIMEOUT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4848 SME_FSM_TO_SCAN_DONE_ASSOC_RETRY_FAIL  WLAN_UMAC: Current: %d -> New: %d
4849 WLAN_SME_JOIN_MEM_ALLOC_FAILED_9  WLAN_UMAC:
4850 WLAN_SME_ASSOC_REQ_RETRY_AT_TIMEOUT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4851 SME_FSM_TO_SCAN_DONE_PROBE_RETRY_FAIL  WLAN_UMAC: Current: %d -> New: %d
4852 WLAN_SME_JOIN_MEM_ALLOC_FAILED_21  WLAN_UMAC:
4853 WLAN_SME_JOIN_MEM_ALLOC_FAILED_20  WLAN_UMAC:
4854 WLAN_SME_PROBE_REQ_RETRY_AT_TIMEOUT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4855 WLAN_SME_REGULATORY_DOMAIN_ERROR_IN_COUNTRY_REGIONS_EXTRACTED_FROM_BEACON_2  WLAN_UMAC:
4856 WLAN_SME_REGULATORY_DOMAIN_ERROR_IN_COUNTRY_REGIONS_EXTRACTED_FROM_BEACON  WLAN_UMAC:
4857 WLAN_SME_INIT_DONE_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4858 WLAN_SME_SCAN_DONE_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4859 DELETE_VAP_MGMT_PKT_ALLOC_FAIL  WLAN_UMAC:
4860 WLAN_SME_BSS_MAX_IDLE_OPTIONS_FROM_AP  WLAN_UMAC:  %b
4861 WLAN_SME_SCAN_SENT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4862 WLAN_SME_PER_MEM_ALLOC_FAILED_6  WLAN_UMAC:
4863 WLAN_SME_PER_MEM_ALLOC_FAILED_5  WLAN_UMAC:
4864 WLAN_SME_PER_MEM_ALLOC_FAILED_4  WLAN_UMAC:
4865 WLAN_SME_PER_MEM_ALLOC_FAILED_3  WLAN_UMAC:
4866 WLAN_SME_PER_MEM_ALLOC_FAILED_2  WLAN_UMAC:
4867 WLAN_SME_PER_MEM_ALLOC_FAILED  WLAN_UMAC:
4868 WLAN_SME_SCAN_INVALID_CHANNEL_10  WLAN_UMAC:
4869 WLAN_SME_SCAN_INVALID_CHANNEL_9  WLAN_UMAC:
4870 WLAN_SME_SCAN_INVALID_CHANNEL_8  WLAN_UMAC:
4871 WLAN_SME_SCAN_INVALID_CHANNEL_7  WLAN_UMAC:
4872 WLAN_SME_SCAN_NO_AP_FOUND_6  WLAN_UMAC:
4873 WLAN_SME_SCAN_NO_AP_FOUND_5  WLAN_UMAC:
4874 SME_FSM_TO_SCAN_DONE_SAE_FRAME_ALLOC  WLAN_UMAC: Current: %d -> New: %d
4875 WLAN_SME_JOIN_MEM_ALLOC_FAILED_19  WLAN_UMAC:
4876 WLAN_SME_JOIN_MEM_ALLOC_FAILED_18  WLAN_UMAC:
4877 SME_FSM_TO_SCAN_DONE_SAE_ASSOC_FAIL  WLAN_UMAC: Current: %d -> New: %d
4878 WLAN_SME_JOIN_MEM_ALLOC_FAILED_17  WLAN_UMAC:
4879 WLAN_SME_JOIN_MEM_ALLOC_FAILED_16  WLAN_UMAC:
4880 WLAN_SME_ASSOC_REQ_SENT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4881 SL_WLAN_BC_MC_ALLOWLIST_LEGACY_CONFLICT_MULTICAST_FILTER_CMD  WLAN_UMAC:
4882 SL_WLAN_BC_MC_ALLOWLIST_LEGACY_CONFLICT_FILTER_BROADCAST_CMD  WLAN_UMAC:
4883 SL_WLAN_RSP_FILTER_BROADCAST_STATUS_FAILURE  WLAN_UMAC:
4884 WLAN_SME_INVALID_BAND_GIVEN_2  WLAN_UMAC:
4885 WLAN_SME_INVALID_BAND_GIVEN  WLAN_UMAC:
4886 WLAN_SME_WSCMODE_STATUS_FAILURE_2  WLAN_UMAC:
4887 WLAN_SME_WSCMODE_STATUS_FAILURE  WLAN_UMAC:
4888 SL_WLAN_BC_MC_ALLOWLIST_LEGACY_CONFLICT_SET_BC_MC_FILTER_CONFIG  WLAN_UMAC:
4889 SL_WLAN_BC_MC_ALLOWLIST_LEGACY_CONFLICT_UPDATE_MC_ALLOWLIST  WLAN_UMAC:
4890 SL_WLAN_BC_MC_ALLOWLIST_LEGACY_CONFLICT_SET_FW_CONFIG_FULL_BEACON  WLAN_UMAC:
4891 SL_WLAN_SET_FW_CONFIG_FULL_BEACON_UNSUPPORTED_BITMAP  WLAN_UMAC:
4892 WLAN_SME_INIT_ASSOCIATED_2  WLAN_UMAC:
4893 WLAN_SME_INIT_ASSOCIATED  WLAN_UMAC:
4894 WLAN_SME_REGULATORY_DOMAIN_REGION_CODE_NOT_SUPPORTED_2  WLAN_UMAC:
4895 WLAN_SME_REGULATORY_DOMAIN_REGION_CODE_NOT_SUPPORTED  WLAN_UMAC:
4896 WLAN_SME_REGULATORY_DOMAIN_ERROR_IN_SET_REGION_COMMAND_2  WLAN_UMAC:
4897 WLAN_SME_REGULATORY_DOMAIN_ERROR_IN_SET_REGION_COMMAND  WLAN_UMAC:
4898 WLAN_SME_REGULATORY_DOMAIN_MODULE_DOES_NOT_SUPPORT_SELECTED_REGION_2  WLAN_UMAC:
4899 WLAN_SME_REGULATORY_DOMAIN_MODULE_DOES_NOT_SUPPORT_SELECTED_REGION  WLAN_UMAC:
4900 WLAN_SME_SET_AUTO_RATE_ERROR_IN_AUTO_RATE_COMMAND_2  WLAN_UMAC:
4901 WLAN_SME_SET_AUTO_RATE_ERROR_IN_AUTO_RATE_COMMAND  WLAN_UMAC:
4902 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REGION_AP_COMMAND_2  WLAN_UMAC:
4903 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REGION_AP_COMMAND  WLAN_UMAC:
4904 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REION_AP_PARAMETERS_6  WLAN_UMAC:
4905 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REION_AP_PARAMETERS_5  WLAN_UMAC:
4906 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REION_AP_PARAMETERS_4  WLAN_UMAC:
4907 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REION_AP_PARAMETERS_3  WLAN_UMAC:
4908 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REION_AP_PARAMETERS_2  WLAN_UMAC:
4909 WLAN_SME_REGULATORY_DOMAIN_AP_ERROR_IN_SET_REION_AP_PARAMETERS  WLAN_UMAC:
4910 WLAN_SME_REGULATORY_DOMAIN_AP_REGION_CODE_NOT_SUPPORTED_2  WLAN_UMAC:
4911 WLAN_SME_REGULATORY_DOMAIN_AP_REGION_CODE_NOT_SUPPORTED  WLAN_UMAC:
4912 WLAN_SME_INVALID_SCAN_INTERVAL_2  WLAN_UMAC:
4913 WLAN_SME_INVALID_SCAN_INTERVAL  WLAN_UMAC:
4914 WLAN_SME_SCAN_EMPTY_SSID1_INFO_2  WLAN_UMAC:
4915 WLAN_SME_SCAN_EMPTY_SSID1_INFO  WLAN_UMAC:
4916 WLAN_SME_SCAN_INVALID_CHANNEL_6  WLAN_UMAC:
4917 WLAN_SME_SCAN_INVALID_CHANNEL_5  WLAN_UMAC:
4918 WLAN_SME_SCAN_INVALID_CHANNEL_4  WLAN_UMAC:
4919 WLAN_SME_SCAN_INVALID_CHANNEL_3  WLAN_UMAC:
4920 WLAN_SME_SCAN_INVALID_CHANNEL_2  WLAN_UMAC:
4921 WLAN_SME_SCAN_INVALID_CHANNEL  WLAN_UMAC:
4922 WLAN_SME_SCAN_NO_AP_FOUND_4  WLAN_UMAC:
4923 WLAN_SME_SCAN_NO_AP_FOUND_3  WLAN_UMAC:
4924 WLAN_SME_SCAN_ASSOCIATED_2  WLAN_UMAC:
4925 WLAN_SME_SCAN_ASSOCIATED  WLAN_UMAC:
4926 WLAN_SME_JOIN_ROAM_IND_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4927 WLAN_SME_JOIN_ASSOCIATED_2  WLAN_UMAC:
4928 WLAN_SME_JOIN_ASSOCIATED  WLAN_UMAC:
4929 WLAN_SME_JOIN_INIT_DONE_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4930 WLAN_SME_JOIN_INVALID_CHANNEL_3  WLAN_UMAC:
4931 WLAN_SME_JOIN_INVALID_CHANNEL_2  WLAN_UMAC:
4932 WLAN_SME_JOIN_INVALID_CHANNEL  WLAN_UMAC:
4933 WLAN_SME_JOIN_AP_HT_CAPS_NOT_ENABLED_FOR_40MHZ_2  WLAN_UMAC:
4934 WLAN_SME_JOIN_AP_HT_CAPS_NOT_ENABLED_FOR_40MHZ  WLAN_UMAC:
4935 WLAN_SME_JOIN_CONNECT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4936 SME_FSM_TO_SCAN_DONE_JOIN_SET_CH  WLAN_UMAC: Current: %d -> New: %d
4937 WLAN_SME_JOIN_MEM_ALLOC_FAILED_15  WLAN_UMAC:
4938 WLAN_SME_JOIN_INVALID_FIXED_RATE_2  WLAN_UMAC:
4939 WLAN_SME_JOIN_INVALID_FIXED_RATE  WLAN_UMAC:
4940 WLAN_SME_JOIN_CONCURRENT_AP_AND_STA_CHANNEL_MISMATCH  WLAN_UMAC:
4941 SME_FSM_TO_SCAN_DONE_JOIN_PRB_REQ  WLAN_UMAC: Current: %d -> New: %d
4942 WLAN_SME_JOIN_MEM_ALLOC_FAILED_14  WLAN_UMAC:
4943 WLAN_SME_JOIN_MEM_ALLOC_FAILED_13  WLAN_UMAC:
4944 WLAN_SME_JOIN_SENT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4945 SME_FSM_TO_SCAN_DONE_JOIN_MGMT_NO_BUF  WLAN_UMAC: Current: %d -> New: %d
4946 WLAN_SME_JOIN_MEM_ALLOC_FAILED_12  WLAN_UMAC:
4947 WLAN_SME_JOIN_MEM_ALLOC_FAILED_11  WLAN_UMAC:
4948 WLAN_SME_AUTH_REQ_SENT_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4949 WLAN_SME_SCAN_NO_AP_FOUND_2  WLAN_UMAC:
4950 WLAN_SME_SCAN_NO_AP_FOUND  WLAN_UMAC:
4951 WLAN_SME_JOIN_SCAN_SSID_NOT_MATCHED_2  WLAN_UMAC:
4952 WLAN_SME_JOIN_SCAN_SSID_NOT_MATCHED  WLAN_UMAC:
4953 WLAN_SME_TWT_SUPPORT_NOT_ENABLED  WLAN_UMAC:
4954 WLAN_SME_NO_ACTIVE_TWT_SESSIONS_FOUND_TEAR_DOWN_WILL_ONLY_WORK_IF_SESSION_IS_ACTIVE  WLAN_UMAC:
4955 WLAN_SME_TWT_SETUP_CONFIG_RECEIVED_FROM_USER  WLAN_UMAC:
4956 WLAN_SME_TWT_TEARDOWN_CONFIG_RECEIVED_FROM_USER  WLAN_UMAC:
4957 WLAN_SME_NO_ACTIVE_TWT_SESSION_WITH_GIVEN_FLOW_ID  WLAN_UMAC:
4958 WLAN_SME_BGSCAN_IN_DFS_CHANNEL_NOT_ALLOWED_2  WLAN_UMAC:
4959 WLAN_SME_BGSCAN_IN_DFS_CHANNEL_NOT_ALLOWED  WLAN_UMAC:
4960 WLAN_SME_TSF_SYNC_PKT_REQ_PEER_NOT_CONNECTED_2  WLAN_UMAC:
4961 WLAN_SME_TSF_SYNC_PKT_REQ_PEER_NOT_CONNECTED  WLAN_UMAC:
4962 WLAN_SME_LOAD_HT_CAPS_GIVEN_HT_CAPABILITIES_ARE_NOT_SUPPORTED_4  WLAN_UMAC:
4963 WLAN_SME_LOAD_HT_CAPS_GIVEN_HT_CAPABILITIES_ARE_NOT_SUPPORTED_3  WLAN_UMAC:
4964 WLAN_SME_LOAD_HT_CAPS_GIVEN_HT_CAPABILITIES_ARE_NOT_SUPPORTED_2  WLAN_UMAC:
4965 WLAN_SME_LOAD_HT_CAPS_GIVEN_HT_CAPABILITIES_ARE_NOT_SUPPORTED  WLAN_UMAC:
4966 WLAN_SME_SAE_AUTH_STATUS_PAYLOAD_TOO_SHORT  WLAN_UMAC:
4967 WLAN_SME_WAIT_STATE_SME_STATE_UPDATE  WLAN_UMAC: Current: %d -> New: %d
4968 WLAN_SME_SET_KEYS_STATUS_FAILURE_2  WLAN_UMAC:
4969 WLAN_SME_SET_KEYS_STATUS_FAILURE  WLAN_UMAC:
4970 WLAN_SME_DISCONNECT_MEM_ALLOC_FAILED_4  WLAN_UMAC:
4971 WLAN_SME_DISCONNECT_MEM_ALLOC_FAILED_3  WLAN_UMAC:
4972 WLAN_SME_DEAUTH_TRIGGERED_FROM_HOST  WLAN_UMAC:
4973 WLAN_SME_JOIN_DEAUTH_FROM_SUPP_2  WLAN_UMAC:
4974 WLAN_SME_JOIN_DEAUTH_FROM_SUPP  WLAN_UMAC:
4975 WLAN_SME_DISCONNECT_MEM_ALLOC_FAILED_2  WLAN_UMAC:
4976 WLAN_SME_DISCONNECT_MEM_ALLOC_FAILED  WLAN_UMAC:
4977 SME_FSM_TO_SCAN_DONE_FT_PEER_NO_BUF  WLAN_UMAC: Current: %d -> New: %d
4978 WLAN_SME_JOIN_MEM_ALLOC_FAILED_10  WLAN_UMAC:
4979 SME_FSM_TO_SCAN_DONE_FT_ASSOC_FAIL  WLAN_UMAC: Current: %d -> New: %d
4980 WLAN_SME_JOIN_MEM_ALLOC_FAILED_8  WLAN_UMAC:
4981 WLAN_SME_JOIN_MEM_ALLOC_FAILED_7  WLAN_UMAC:
4982 WLAN_SME_DEAUTH_TRIGGERED_FROM_ROAM_PROCESS  WLAN_UMAC:
4983 WLAN_SME_APCONF_INVALID_CHANNEL_4  WLAN_UMAC:
4984 WLAN_SME_APCONF_INVALID_CHANNEL_3  WLAN_UMAC:
4985 WLAN_SME_APCONF_INVALID_CHANNEL_8  WLAN_UMAC:
4986 WLAN_SME_APCONF_INVALID_CHANNEL_7  WLAN_UMAC:
4987 WLAN_SME_APCONF_INVALID_CHANNEL_6  WLAN_UMAC:
4988 WLAN_SME_APCONF_INVALID_CHANNEL_5  WLAN_UMAC:
4989 WLAN_SME_APCONF_INVALID_CHANNEL_2  WLAN_UMAC:
4990 WLAN_SME_APCONF_INVALID_CHANNEL  WLAN_UMAC:
4991 WLAN_SME_APCONF_ACS_EXECUTION_IN_PROGRESS  WLAN_UMAC:
4992 WLAN_SME_APCONF_ACS_EXECUTION_FAIL_2  WLAN_UMAC:
4993 WLAN_SME_PER_INVALID_FIXED_RATE_4  WLAN_UMAC:
4994 WLAN_SME_PER_INVALID_CHANNEL_10  WLAN_UMAC:
4995 WLAN_SME_PER_INVALID_CHANNEL_9  WLAN_UMAC:
4996 WLAN_SME_PER_INVALID_FIXED_RATE_3  WLAN_UMAC:
4997 WLAN_SME_PER_INVALID_FIXED_RATE_2  WLAN_UMAC:
4998 WLAN_SME_PER_INVALID_FIXED_RATE  WLAN_UMAC:
4999 WLAN_SME_PER_INVALID_CHANNEL_8  WLAN_UMAC:
5000 WLAN_SME_PER_INVALID_CHANNEL_7  WLAN_UMAC:
5001 WLAN_SME_PER_INVALID_RANGE_6  WLAN_UMAC:
5002 WLAN_SME_PER_INVALID_RANGE_5  WLAN_UMAC:
5003 WLAN_SME_PER_INVALID_CHANNEL_6  WLAN_UMAC:
5004 WLAN_SME_PER_INVALID_CHANNEL_5  WLAN_UMAC:
5005 WLAN_SME_PER_INVALID_RANGE_4  WLAN_UMAC:
5006 WLAN_SME_PER_INVALID_RANGE_3  WLAN_UMAC:
5007 WLAN_SME_PER_INVALID_RANGE_2  WLAN_UMAC:
5008 WLAN_SME_PER_INVALID_RANGE  WLAN_UMAC:
5009 WLAN_SME_PER_INVALID_CHANNEL_4  WLAN_UMAC:
5010 WLAN_SME_PER_INVALID_CHANNEL_3  WLAN_UMAC:
